sales_price,rating,delivery_type,amazon_prime__y_or_n,best_seller_tag__y_or_n,product_details__k_v_pairs/Customer_Reviews,discount_percentage
698,3.2,fulfilled_by_merchant,N,N,3.2 out of 5 stars 2 customer reviews,53%
579,5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 2 customer reviews,
399,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,76%
320,5,fulfilled_by_merchant,N,N,Be the first to review this item,75%
912,4.1,fulfilled_by_merchant,Y,N,3.5 out of 5 stars 2 customer reviews,
1199,3,fulfilled_by_merchant,N,N,3.0 out of 5 stars 1 customer review,43%
284,3,fulfilled_by_merchant,N,N,3.0 out of 5 stars 3 customer reviews,
,4,fulfilled_by_merchant,N,N,4.0 out of 5 stars 1 customer review,
1147,4.1,fulfilled_by_merchant,Y,N,4.1 out of 5 stars 4 customer reviews,
446,4.5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 2 customer reviews,
210,3.2,fulfilled_by_merchant,N,N,3.6 out of 5 stars 7 customer reviews,
2347,1,fulfilled_by_merchant,Y,N,Be the first to review this item,
279,4,fulfilled_by_amazon,N,N,4.0 out of 5 stars 337 customer reviews,77%
399,2.9,fulfilled_by_merchant,N,N,3.2 out of 5 stars 5 customer reviews,
804,4.6,fulfilled_by_amazon,Y,N,,46%
649,4,fulfilled_by_merchant,N,N,3.9 out of 5 stars 17 customer reviews,
600,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,
,4,fulfilled_by_merchant,N,N,Be the first to review this item,
2209,4.1,fulfilled_by_merchant,N,N,Be the first to review this item,20%
966,4.6,fulfilled_by_merchant,Y,N,4.6 out of 5 stars 3 customer reviews,
799,4,fulfilled_by_amazon,Y,N,3.5 out of 5 stars 4 customer reviews,50%
599,4.1,fulfilled_by_merchant,N,N,4.0 out of 5 stars 3 customer reviews,
298,4,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 1 customer review,
594,4,fulfilled_by_merchant,N,N,Be the first to review this item,44%
539,4,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 1 customer review,
1999,4.6,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 3 customer reviews,67%
5879,5,fulfilled_by_merchant,N,N,Be the first to review this item,20%
675,3.4,fulfilled_by_merchant,N,N,3.4 out of 5 stars 2 customer reviews,
243,3.7,fulfilled_by_merchant,N,N,4.4 out of 5 stars 6 customer reviews,
819,3.2,fulfilled_by_merchant,N,N,3.2 out of 5 stars 4 customer reviews,51%
1599,4,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 1 customer review,36%
,3.5,fulfilled_by_merchant,N,N,Be the first to review this item,
589,4,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 3 customer reviews,30%
839,3,fulfilled_by_merchant,N,N,3.0 out of 5 stars 1 customer review,70%
743,4,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 1 customer review,
349,4,fulfilled_by_merchant,N,N,4.0 out of 5 stars 2 customer reviews,50%
299,3.4,fulfilled_by_merchant,N,N,3.4 out of 5 stars 9 customer reviews,
719,4.5,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 1 customer review,60%
245,2.8,fulfilled_by_merchant,N,N,3.2 out of 5 stars 4 customer reviews,
3418,4.1,fulfilled_by_merchant,N,N,Be the first to review this item,20%
519,4.1,fulfilled_by_merchant,N,N,4.3 out of 5 stars 9 customer reviews,
399,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,
399,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 2 customer reviews,
299,3.1,fulfilled_by_amazon,N,N,3.3 out of 5 stars 11 customer reviews,77%
879,4.2,fulfilled_by_merchant,Y,N,4.3 out of 5 stars 113 customer reviews,
699,3.5,fulfilled_by_merchant,Y,N,3.6 out of 5 stars 25 customer reviews,
417,4.4,fulfilled_by_merchant,Y,N,4.2 out of 5 stars 4 customer reviews,
1395,4.3,fulfilled_by_merchant,N,N,4.0 out of 5 stars 2 customer reviews,
888,4.4,fulfilled_by_merchant,Y,N,4.6 out of 5 stars 5 customer reviews,
785,5,fulfilled_by_merchant,Y,N,Be the first to review this item,40%
854,3.2,fulfilled_by_merchant,Y,N,3.2 out of 5 stars 2 customer reviews,
513,3.1,fulfilled_by_merchant,Y,N,3.1 out of 5 stars 10 customer reviews,32%
1021,4,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 1 customer review,27%
389.5,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,
237,3.8,fulfilled_by_merchant,N,N,3.7 out of 5 stars 11 customer reviews,
479,3.1,fulfilled_by_merchant,Y,N,3.1 out of 5 stars 2 customer reviews,50%
615,5,fulfilled_by_merchant,Y,N,Be the first to review this item,
,3.6,fulfilled_by_merchant,N,N,Be the first to review this item,
645,5,fulfilled_by_amazon,Y,N,5.0 out of 5 stars 1 customer review,44%
225,3.6,fulfilled_by_merchant,N,N,3.4 out of 5 stars 9 customer reviews,64%
229,5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 1 customer review,73%
310,3.7,fulfilled_by_merchant,N,N,3.0 out of 5 stars 4 customer reviews,
800,5,fulfilled_by_merchant,Y,N,Be the first to review this item,
899,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,55%
,4.5,fulfilled_by_merchant,N,N,4.5 out of 5 stars 4 customer reviews,
1099,4.6,fulfilled_by_amazon,Y,N,4.6 out of 5 stars 3 customer reviews,72%
975,3.1,fulfilled_by_merchant,Y,N,3.1 out of 5 stars 8 customer reviews,
699,3,fulfilled_by_merchant,N,N,Be the first to review this item,
569,3.9,fulfilled_by_merchant,Y,N,3.0 out of 5 stars 1 customer review,
649,4.2,fulfilled_by_merchant,Y,N,4.3 out of 5 stars 75 customer reviews,
689,5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 2 customer reviews,75%
319,3.6,fulfilled_by_merchant,N,N,3.3 out of 5 stars 32 customer reviews,73%
699,3.8,fulfilled_by_amazon,Y,N,3.5 out of 5 stars 5 customer reviews,13%
279,4.4,fulfilled_by_merchant,Y,N,4.4 out of 5 stars 4 customer reviews,
833,4,fulfilled_by_merchant,N,N,4.0 out of 5 stars 2 customer reviews,
299,3.1,fulfilled_by_merchant,N,N,3.8 out of 5 stars 9 customer reviews,40%
359,3.7,fulfilled_by_amazon,N,N,3.8 out of 5 stars 146 customer reviews,84%
854,4,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 2 customer reviews,71%
1395,4,fulfilled_by_merchant,Y,N,Be the first to review this item,30%
699,4.4,fulfilled_by_merchant,N,N,5.0 out of 5 stars 2 customer reviews,
695,4.5,fulfilled_by_amazon,Y,N,4.5 out of 5 stars 2 customer reviews,83%
499,4.2,fulfilled_by_merchant,Y,N,4.5 out of 5 stars 2 customer reviews,
584,3.4,fulfilled_by_merchant,Y,N,3.3 out of 5 stars 15 customer reviews,55%
899,5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 1 customer review,
399,3.4,fulfilled_by_merchant,N,N,4.0 out of 5 stars 1 customer review,
262,5,fulfilled_by_merchant,N,N,Be the first to review this item,
479,3,fulfilled_by_merchant,N,N,Be the first to review this item,76%
399,4,fulfilled_by_merchant,N,N,Be the first to review this item,60%
279,3.7,fulfilled_by_merchant,N,N,3.0 out of 5 stars 1 customer review,
599,4.6,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 1 customer review,40%
238,5,fulfilled_by_merchant,N,N,Be the first to review this item,
298,5,fulfilled_by_merchant,N,N,Be the first to review this item,
623,4.5,fulfilled_by_merchant,Y,N,4.5 out of 5 stars 10 customer reviews,16%
522,5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 2 customer reviews,
434,3.4,fulfilled_by_merchant,N,N,3.5 out of 5 stars 29 customer reviews,
999,5,fulfilled_by_amazon,Y,N,5.0 out of 5 stars 1 customer review,
799,3.6,fulfilled_by_merchant,Y,N,3.3 out of 5 stars 6 customer reviews,60%
378,5,fulfilled_by_merchant,N,N,Be the first to review this item,
874,3.3,fulfilled_by_merchant,Y,N,4.1 out of 5 stars 4 customer reviews,
2690,5,fulfilled_by_amazon,Y,N,5.0 out of 5 stars 1 customer review,
293,4.6,fulfilled_by_merchant,N,N,4.6 out of 5 stars 3 customer reviews,
998,3.4,fulfilled_by_merchant,Y,N,3.3 out of 5 stars 7 customer reviews,
899,4,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 6 customer reviews,
369,5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 2 customer reviews,
550,5,fulfilled_by_merchant,Y,N,Be the first to review this item,49%
599,3,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 1 customer review,
730,3.6,fulfilled_by_merchant,N,N,3.0 out of 5 stars 3 customer reviews,
699,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,56%
1244,5,fulfilled_by_merchant,Y,N,Be the first to review this item,
539,3.1,fulfilled_by_merchant,Y,N,3.0 out of 5 stars 7 customer reviews,
,4.6,fulfilled_by_merchant,N,N,Be the first to review this item,
7142,4,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 1 customer review,40%
,3.3,fulfilled_by_merchant,N,N,Be the first to review this item,
1667,4,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 2 customer reviews,
899,5,fulfilled_by_amazon,Y,N,5.0 out of 5 stars 14 customer reviews,82%
399,3.4,fulfilled_by_amazon,N,N,3.2 out of 5 stars 25 customer reviews,82%
999,4,fulfilled_by_merchant,N,N,3.5 out of 5 stars 2 customer reviews,
,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 2 customer reviews,
1499,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,44%
599,3.5,fulfilled_by_merchant,Y,N,3.8 out of 5 stars 3 customer reviews,
,4.8,fulfilled_by_merchant,N,N,Be the first to review this item,
1377.6,4.6,fulfilled_by_merchant,Y,N,4.6 out of 5 stars 3 customer reviews,
,4.7,fulfilled_by_merchant,N,N,Be the first to review this item,
624,4.1,fulfilled_by_merchant,Y,N,3.7 out of 5 stars 3 customer reviews,
399,3.9,fulfilled_by_merchant,Y,N,4.1 out of 5 stars 53 customer reviews,
422,5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 1 customer review,74%
359,1,fulfilled_by_merchant,N,N,Be the first to review this item,20%
849,4.7,fulfilled_by_merchant,Y,N,4.7 out of 5 stars 10 customer reviews,
450,4.7,fulfilled_by_merchant,N,N,4.5 out of 5 stars 2 customer reviews,
185,4.5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,
499,5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 1 customer review,
300,3.6,fulfilled_by_merchant,Y,N,3.6 out of 5 stars 74 customer reviews,
344,4.1,fulfilled_by_merchant,Y,N,4.1 out of 5 stars 8 customer reviews,1%
449,5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 1 customer review,43%
149,3,fulfilled_by_merchant,N,N,Be the first to review this item,
299,5,fulfilled_by_merchant,N,N,Be the first to review this item,50%
399,3,fulfilled_by_merchant,N,N,3.0 out of 5 stars 1 customer review,50%
249,5,fulfilled_by_merchant,N,N,Be the first to review this item,72%
799,5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 1 customer review,
749,3.1,fulfilled_by_merchant,Y,N,3.0 out of 5 stars 1 customer review,
278,4.5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 1 customer review,
799,5,fulfilled_by_merchant,N,N,Be the first to review this item,65%
725,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,
449,3.7,fulfilled_by_merchant,N,N,3.8 out of 5 stars 5 customer reviews,55%
899,5,fulfilled_by_merchant,N,N,Be the first to review this item,
499,4.5,fulfilled_by_merchant,Y,N,4.5 out of 5 stars 4 customer reviews,
359,4,fulfilled_by_merchant,N,N,4.0 out of 5 stars 1 customer review,40%
,4.3,fulfilled_by_merchant,N,N,Be the first to review this item,
800,1,fulfilled_by_merchant,Y,N,1.0 out of 5 stars 1 customer review,
1195,4.3,fulfilled_by_amazon,Y,N,4.3 out of 5 stars 6 customer reviews,37%
2889,3,fulfilled_by_merchant,N,N,,
,4,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 1 customer review,
364,3.8,fulfilled_by_merchant,Y,N,3.8 out of 5 stars 2 customer reviews,51%
469,2.6,fulfilled_by_merchant,Y,N,,22%
849,5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 7 customer reviews,
209,3.5,fulfilled_by_merchant,N,N,3.3 out of 5 stars 3 customer reviews,40%
1470,4,fulfilled_by_merchant,N,N,4.6 out of 5 stars 3 customer reviews,51%
699,4,fulfilled_by_merchant,N,N,4.0 out of 5 stars 1 customer review,41%
2599,2,fulfilled_by_merchant,Y,N,Be the first to review this item,50%
589,4.3,fulfilled_by_merchant,N,N,4.0 out of 5 stars 12 customer reviews,
288,4.1,fulfilled_by_merchant,N,N,4.2 out of 5 stars 16 customer reviews,
694,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,67%
319,4,fulfilled_by_merchant,N,N,4.4 out of 5 stars 3 customer reviews,
,4.5,fulfilled_by_merchant,N,N,Be the first to review this item,
838,2.5,fulfilled_by_merchant,Y,N,Be the first to review this item,65%
994,5,fulfilled_by_merchant,Y,N,Be the first to review this item,50%
359,3.8,fulfilled_by_merchant,N,N,3.8 out of 5 stars 14 customer reviews,65%
384,3.3,fulfilled_by_merchant,Y,N,3.1 out of 5 stars 34 customer reviews,
299,3.8,fulfilled_by_merchant,N,N,3.8 out of 5 stars 3 customer reviews,40%
675,4,fulfilled_by_merchant,Y,N,,
576,3.3,fulfilled_by_merchant,Y,N,3.3 out of 5 stars 8 customer reviews,
2808,4.7,fulfilled_by_merchant,N,N,Be the first to review this item,30%
270,3.9,fulfilled_by_merchant,Y,N,4.5 out of 5 stars 11 customer reviews,82%
594,1,fulfilled_by_merchant,Y,N,Be the first to review this item,
549,4.1,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 4 customer reviews,65%
,4.8,fulfilled_by_merchant,N,N,Be the first to review this item,
349,5,fulfilled_by_amazon,N,N,5.0 out of 5 stars 2 customer reviews,65%
1000,3,fulfilled_by_merchant,Y,N,3.0 out of 5 stars 3 customer reviews,50%
210,4.5,fulfilled_by_merchant,N,N,4.0 out of 5 stars 1 customer review,
584,1,fulfilled_by_merchant,Y,N,Be the first to review this item,55%
299,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,
543,3.5,fulfilled_by_amazon,Y,N,3.7 out of 5 stars 3 customer reviews,81%
249,1,fulfilled_by_merchant,N,N,Be the first to review this item,72%
299,4.6,fulfilled_by_merchant,N,N,4.6 out of 5 stars 3 customer reviews,
449,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,67%
633,5,fulfilled_by_amazon,Y,N,5.0 out of 5 stars 1 customer review,51%
364,3.5,fulfilled_by_amazon,N,N,3.6 out of 5 stars 4 customer reviews,64%
860,3.9,fulfilled_by_merchant,Y,N,4.4 out of 5 stars 6 customer reviews,
619,3.4,fulfilled_by_merchant,N,N,3.3 out of 5 stars 13 customer reviews,
699,3.4,fulfilled_by_amazon,Y,N,3.7 out of 5 stars 16 customer reviews,61%
699,4,fulfilled_by_merchant,Y,N,Be the first to review this item,
599,5,fulfilled_by_amazon,Y,N,Be the first to review this item,25%
819,3.6,fulfilled_by_merchant,Y,N,3.8 out of 5 stars 4 customer reviews,
,4.7,fulfilled_by_merchant,N,N,Be the first to review this item,
349,3.8,fulfilled_by_amazon,N,N,3.3 out of 5 stars 7 customer reviews,56%
485,3.2,fulfilled_by_merchant,Y,N,3.1 out of 5 stars 4 customer reviews,68%
649,3.2,fulfilled_by_merchant,Y,N,3.2 out of 5 stars 15 customer reviews,67%
854,3,fulfilled_by_merchant,Y,N,3.0 out of 5 stars 2 customer reviews,
399,3,fulfilled_by_amazon,N,N,3.0 out of 5 stars 1 customer review,79%
1249,5,fulfilled_by_merchant,Y,N,Be the first to review this item,50%
1048,3.8,fulfilled_by_merchant,Y,N,4.5 out of 5 stars 5 customer reviews,70%
194,3.1,fulfilled_by_merchant,N,N,3.0 out of 5 stars 10 customer reviews,
499,4.2,fulfilled_by_merchant,Y,N,4.2 out of 5 stars 3 customer reviews,
330,5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 1 customer review,
679,4,fulfilled_by_merchant,Y,N,Be the first to review this item,
,5,fulfilled_by_merchant,N,N,Be the first to review this item,
632,3,fulfilled_by_merchant,N,N,Be the first to review this item,20%
340,3.5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,14%
399,3,fulfilled_by_merchant,N,N,3.0 out of 5 stars 1 customer review,
549,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,
249,4.2,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 4 customer reviews,58%
649,4,fulfilled_by_merchant,Y,N,4.1 out of 5 stars 334 customer reviews,69%
1199,5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 1 customer review,50%
1049,4,fulfilled_by_merchant,Y,N,Be the first to review this item,
1699,4,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 1 customer review,
352,4,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 1 customer review,
,4.8,fulfilled_by_merchant,N,N,Be the first to review this item,
648,4,fulfilled_by_merchant,N,N,Be the first to review this item,56%
1255,3.3,fulfilled_by_merchant,Y,N,3.3 out of 5 stars 3 customer reviews,37%
1149,3.3,fulfilled_by_merchant,Y,N,3.2 out of 5 stars 135 customer reviews,62%
220,4,fulfilled_by_amazon,N,N,4.0 out of 5 stars 1 customer review,56%
1104,3.3,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 1 customer review,
244,5,fulfilled_by_merchant,Y,N,Be the first to review this item,76%
,4.5,fulfilled_by_merchant,N,N,4.5 out of 5 stars 4 customer reviews,
2199,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,
,3.8,fulfilled_by_merchant,N,N,,
313,4.1,fulfilled_by_merchant,N,N,4.6 out of 5 stars 8 customer reviews,
299,3.9,fulfilled_by_merchant,Y,N,,
399,4,fulfilled_by_amazon,N,N,Be the first to review this item,75%
529,4.2,fulfilled_by_merchant,Y,N,4.2 out of 5 stars 2 customer reviews,47%
599,3,fulfilled_by_merchant,N,N,Be the first to review this item,
399,1,fulfilled_by_merchant,N,N,Be the first to review this item,60%
1005,4,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 3 customer reviews,
849,5,fulfilled_by_amazon,Y,N,5.0 out of 5 stars 1 customer review,50%
399,3.4,fulfilled_by_merchant,N,N,3.8 out of 5 stars 7 customer reviews,
394,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 2 customer reviews,61%
370,4,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 1 customer review,
349,3.9,fulfilled_by_merchant,N,N,3.8 out of 5 stars 42 customer reviews,
2709,4.4,fulfilled_by_merchant,N,N,Be the first to review this item,20%
349,4,fulfilled_by_merchant,N,N,4.3 out of 5 stars 8 customer reviews,50%
599,3.5,fulfilled_by_merchant,Y,N,3.0 out of 5 stars 1 customer review,40%
349,5,fulfilled_by_merchant,N,N,Be the first to review this item,50%
399,3.5,fulfilled_by_amazon,N,N,3.5 out of 5 stars 20 customer reviews,60%
399,3.8,fulfilled_by_merchant,N,N,3.0 out of 5 stars 2 customer reviews,50%
619,4.5,fulfilled_by_merchant,Y,N,4.5 out of 5 stars 3 customer reviews,
659,3.5,fulfilled_by_merchant,Y,N,3.6 out of 5 stars 4 customer reviews,
1199,5,fulfilled_by_merchant,Y,N,Be the first to review this item,60%
,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 2 customer reviews,
404,3.8,fulfilled_by_amazon,N,N,3.9 out of 5 stars 49 customer reviews,82%
489,3.6,fulfilled_by_merchant,N,N,3.7 out of 5 stars 39 customer reviews,1%
499,5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 3 customer reviews,
499,5,fulfilled_by_merchant,N,N,Be the first to review this item,50%
,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,
249,3.2,fulfilled_by_merchant,Y,N,3.2 out of 5 stars 3 customer reviews,50%
979,5,fulfilled_by_merchant,Y,N,Be the first to review this item,
629,4.4,fulfilled_by_amazon,Y,N,4.6 out of 5 stars 2 customer reviews,81%
414,3.6,fulfilled_by_merchant,Y,N,3.2 out of 5 stars 3 customer reviews,10%
399,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,60%
355,4.1,fulfilled_by_merchant,Y,N,3.8 out of 5 stars 5 customer reviews,
784,3.5,fulfilled_by_merchant,Y,N,3.8 out of 5 stars 9 customer reviews,
1550,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,56%
799,3.9,fulfilled_by_merchant,Y,N,4.3 out of 5 stars 5 customer reviews,46%
490,3.3,fulfilled_by_merchant,N,N,3.3 out of 5 stars 24 customer reviews,
575,3.2,fulfilled_by_merchant,Y,N,3.2 out of 5 stars 23 customer reviews,61%
776,3.2,fulfilled_by_merchant,Y,N,3.1 out of 5 stars 15 customer reviews,
525,4,fulfilled_by_merchant,N,N,4.0 out of 5 stars 1 customer review,
199,4.2,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,
401,4.1,fulfilled_by_merchant,N,N,4.2 out of 5 stars 18 customer reviews,
549,5,fulfilled_by_merchant,N,N,Be the first to review this item,
479,4.6,fulfilled_by_amazon,N,N,4.6 out of 5 stars 2 customer reviews,40%
355,3.6,fulfilled_by_amazon,N,N,3.6 out of 5 stars 109 customer reviews,86%
1013,4,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 9 customer reviews,
699,4.8,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 1 customer review,50%
349,3.5,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 1 customer review,50%
8000,4.1,fulfilled_by_merchant,N,N,4.1 out of 5 stars 14 customer reviews,
264,3.9,fulfilled_by_merchant,N,N,4.7 out of 5 stars 5 customer reviews,
451,3.4,fulfilled_by_merchant,Y,N,3.4 out of 5 stars 8 customer reviews,
,4.8,fulfilled_by_merchant,N,N,Be the first to review this item,
186,3,fulfilled_by_merchant,N,N,Be the first to review this item,
298,3.3,fulfilled_by_merchant,Y,N,3.4 out of 5 stars 154 customer reviews,70%
799,3.9,fulfilled_by_merchant,Y,N,3.8 out of 5 stars 15 customer reviews,
800,4.7,fulfilled_by_merchant,N,N,4.8 out of 5 stars 4 customer reviews,47%
599,2.9,fulfilled_by_amazon,Y,N,5.0 out of 5 stars 1 customer review,80%
458,4,fulfilled_by_merchant,Y,N,Be the first to review this item,
400,4,fulfilled_by_merchant,N,N,4.0 out of 5 stars 1 customer review,
589,3.9,fulfilled_by_merchant,N,N,3.9 out of 5 stars 10 customer reviews,
,4.8,fulfilled_by_merchant,N,N,Be the first to review this item,
249,3,fulfilled_by_merchant,Y,N,3.0 out of 5 stars 1 customer review,
1515,2.9,fulfilled_by_merchant,N,N,3.0 out of 5 stars 10 customer reviews,75%
740,1,fulfilled_by_merchant,Y,N,Be the first to review this item,
,4.6,fulfilled_by_merchant,N,N,Be the first to review this item,
,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,
719,4,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 10 customer reviews,
404,3,fulfilled_by_amazon,N,N,Be the first to review this item,84%
649,5,fulfilled_by_merchant,Y,N,Be the first to review this item,50%
3889,4.2,fulfilled_by_merchant,N,N,,21%
299,4.2,fulfilled_by_merchant,Y,N,3.9 out of 5 stars 29 customer reviews,
329,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 3 customer reviews,78%
799,3.6,fulfilled_by_merchant,Y,N,3.6 out of 5 stars 4 customer reviews,50%
899,3,fulfilled_by_amazon,N,N,Be the first to review this item,70%
1099,2,fulfilled_by_merchant,Y,N,Be the first to review this item,45%
3249,5,fulfilled_by_merchant,N,N,,
389,3,fulfilled_by_merchant,Y,N,3.1 out of 5 stars 39 customer reviews,26%
549,5,fulfilled_by_merchant,Y,N,Be the first to review this item,65%
799,3.3,fulfilled_by_merchant,Y,N,3.1 out of 5 stars 8 customer reviews,52%
472,3.4,fulfilled_by_merchant,Y,N,3.0 out of 5 stars 2 customer reviews,
1161,4.7,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 2 customer reviews,58%
529,3.9,fulfilled_by_merchant,N,N,4.0 out of 5 stars 3 customer reviews,69%
770,4,fulfilled_by_merchant,Y,N,Be the first to review this item,61%
466,3,fulfilled_by_merchant,Y,N,3.0 out of 5 stars 2 customer reviews,
449,4,fulfilled_by_merchant,N,N,3.6 out of 5 stars 18 customer reviews,
1929,4.2,fulfilled_by_merchant,Y,N,4.2 out of 5 stars 7 customer reviews,68%
304,3.3,fulfilled_by_merchant,N,N,3.3 out of 5 stars 287 customer reviews,53%
222,4.5,fulfilled_by_merchant,N,N,4.0 out of 5 stars 1 customer review,
529,4,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 1 customer review,24%
349,2.9,fulfilled_by_amazon,N,N,3.0 out of 5 stars 28 customer reviews,75%
499,4.8,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 4 customer reviews,44%
585,3,fulfilled_by_merchant,Y,N,Be the first to review this item,
1449,4,fulfilled_by_merchant,Y,N,Be the first to review this item,50%
1150,2.3,fulfilled_by_amazon,Y,N,2.3 out of 5 stars 2 customer reviews,39%
749,4.6,fulfilled_by_merchant,Y,N,4.5 out of 5 stars 9 customer reviews,
662,3,fulfilled_by_merchant,Y,N,Be the first to review this item,
5049,4.2,fulfilled_by_merchant,N,N,Be the first to review this item,20%
575,2.5,fulfilled_by_amazon,Y,N,2.5 out of 5 stars 2 customer reviews,42%
475,2.9,fulfilled_by_merchant,N,N,3.1 out of 5 stars 12 customer reviews,56%
299,4,fulfilled_by_amazon,N,N,Be the first to review this item,79%
189,4,fulfilled_by_merchant,N,N,4.0 out of 5 stars 1 customer review,17%
325,5,fulfilled_by_amazon,N,N,,29%
980,3.3,fulfilled_by_merchant,N,N,3.9 out of 5 stars 8 customer reviews,50%
248,4.1,fulfilled_by_merchant,N,N,4.0 out of 5 stars 8 customer reviews,75%
417,3.7,fulfilled_by_merchant,Y,N,3.7 out of 5 stars 2 customer reviews,68%
799,5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 1 customer review,
449,3.5,fulfilled_by_merchant,Y,N,3.5 out of 5 stars 2 customer reviews,50%
719,3.6,fulfilled_by_merchant,N,N,3.8 out of 5 stars 6 customer reviews,
851,5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 1 customer review,
575,3,fulfilled_by_merchant,Y,N,3.2 out of 5 stars 9 customer reviews,
,4.2,fulfilled_by_merchant,N,N,Be the first to review this item,
749,2.6,fulfilled_by_merchant,N,N,3.0 out of 5 stars 7 customer reviews,
,5,fulfilled_by_merchant,N,N,Be the first to review this item,
215,3,fulfilled_by_merchant,Y,N,3.3 out of 5 stars 5 customer reviews,78%
248,2.5,fulfilled_by_merchant,N,N,2.9 out of 5 stars 6 customer reviews,
,4.5,fulfilled_by_merchant,N,N,Be the first to review this item,
,5,fulfilled_by_merchant,N,N,Be the first to review this item,
99,4.3,fulfilled_by_merchant,N,N,,67%
549,4,fulfilled_by_merchant,N,N,4.0 out of 5 stars 1 customer review,45%
449,5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 1 customer review,55%
549,4,fulfilled_by_merchant,N,N,4.0 out of 5 stars 1 customer review,
575,4,fulfilled_by_merchant,N,N,,42%
999,3.1,fulfilled_by_merchant,Y,N,3.8 out of 5 stars 3 customer reviews,60%
